0.00000,0
0.00000,50
0.00001,100
0.00002,150
0.00004,200
0.00006,250
0.00008,300
0.00012,350
0.00015,400
0.00019,450
0.00024,500
0.00030,550
0.00034,600
0.00040,650
0.00045,700
0.00051,750
0.00058,800
0.00064,850
0.00072,900
0.00080,950
0.00089,1000
0.00102,1050
0.00107,1100
0.00118,1150
0.00129,1200
0.00141,1250
0.00152,1300
0.00164,1350
0.00178,1400
0.00190,1450
0.00203,1500
0.00214,1550
0.00228,1600
0.00246,1650
0.00256,1700
0.00271,1750
0.00286,1800
0.00300,1850
0.00317,1900
0.00333,1950
0.00350,2000
0.00367,2050
0.00383,2100
0.00403,2150
0.00425,2200
0.00443,2250
0.00463,2300
0.00484,2350
0.00502,2400
0.00526,2450
0.00543,2500
0.00566,2550
0.00586,2600
0.00611,2650
0.00641,2700
0.00661,2750
0.00684,2800
0.00708,2850
0.00734,2900
0.00764,2950
0.00790,3000
0.00820,3050
0.00848,3100
0.00874,3150
0.00907,3200
0.00938,3250
0.00962,3300
0.00989,3350
0.01017,3400
0.01046,3450
0.01073,3500
0.01104,3550
0.01135,3600
0.01163,3650
0.01213,3700
0.01233,3750
0.01245,3800
0.01280,3850
0.01314,3900
0.01348,3950
0.01382,4000
0.01421,4050
0.01453,4100
0.01488,4150
0.01518,4200
0.01556,4250
0.01592,4300
0.01632,4350
0.01670,4400
0.01709,4450
0.01744,4500
0.01804,4550
0.01846,4600
0.01872,4650
0.01962,4700
0.01984,4750
0.02024,4800
0.02061,4850
0.02124,4900
0.02140,4950
0.02188,5000
0.02226,5050
0.02276,5100
0.02324,5150
0.02369,5200
0.02417,5250
0.02467,5300
0.02482,5350
0.02518,5400
0.02568,5450
0.02642,5500
0.02664,5550
0.02734,5600
0.02791,5650
0.02831,5700
0.02882,5750
0.02933,5800
0.03031,5850
0.03080,5900
0.03137,5950
0.03213,6000
0.03267,6050
0.03291,6100
0.03349,6150
0.03397,6200
0.03450,6250
0.03533,6300
0.03578,6350
0.03635,6400
0.03692,6450
0.03747,6500
0.03798,6550
0.03859,6600
0.03929,6650
0.03941,6700
0.04005,6750
0.04076,6800
0.04117,6850
0.04179,6900
0.04235,6950
0.04330,7000
0.04387,7050
0.04450,7100
0.04515,7150
0.04611,7200
0.04659,7250
0.04722,7300
0.04723,7350
0.04766,7400
0.04916,7450
0.04882,7500
0.04948,7550
0.05021,7600
0.05126,7650
0.05194,7700
0.05234,7750
0.05308,7800
0.05368,7850
0.05427,7900
0.05525,7950
0.05580,8000
0.05662,8050
0.05725,8100
0.05734,8150
0.05805,8200
0.05884,8250
0.05953,8300
0.06032,8350
0.06117,8400
0.06223,8450
0.06292,8500
0.06335,8550
0.06382,8600
0.06466,8650
0.06548,8700
0.06671,8750
0.06737,8800
0.06832,8850
0.06910,8900
0.06988,8950
0.07074,9000
0.07188,9050
0.07256,9100
0.07347,9150
0.07470,9200
0.07485,9250
0.07564,9300
0.07694,9350
0.07764,9400
0.07927,9450
0.07987,9500
0.08029,9550
0.08132,9600
0.08213,9650
0.08292,9700
0.08362,9750
0.08446,9800
0.08556,9850
0.08628,9900
0.08747,9950
0.08852,10000
0.08906,10050
0.08949,10100
0.09115,10150
0.09154,10200
0.09261,10250
0.09330,10300
0.09390,10350
0.09525,10400
0.09643,10450
0.09698,10500
0.09753,10550
0.09849,10600
0.09938,10650
0.10104,10700
0.10283,10750
0.10302,10800
0.10362,10850
0.10466,10900
0.10531,10950
0.10623,11000
0.10749,11050
0.10755,11100
0.10889,11150
0.10947,11200
0.11133,11250
0.11262,11300
0.11207,11350
0.11354,11400
0.11413,11450
0.11753,11500
0.11760,11550
0.11742,11600
0.11841,11650
0.11931,11700
0.12157,11750
0.12331,11800
0.12380,11850
0.12419,11900
0.12548,11950
0.12654,12000
0.12668,12050
0.12766,12100
0.12877,12150
0.13055,12200
0.13120,12250
0.13271,12300
0.13331,12350
0.13444,12400
0.13572,12450
0.13772,12500
0.13869,12550
0.13998,12600
0.14090,12650
0.14133,12700
0.14263,12750
0.14616,12800
0.14621,12850
0.14623,12900
0.14789,12950
0.14856,13000
0.14877,13050
0.15039,13100
0.15162,13150
0.15292,13200
0.15423,13250
0.15644,13300
0.15758,13350
0.15848,13400
0.15945,13450
0.16104,13500
0.16223,13550
0.16295,13600
0.16219,13650
0.16486,13700
0.16576,13750
0.16609,13800
0.16724,13850
0.16923,13900
0.17147,13950
0.17212,14000
0.17289,14050
0.17366,14100
0.17515,14150
0.17535,14200
0.17600,14250
0.18078,14300
0.17997,14350
0.18065,14400
0.18257,14450
0.18411,14500
0.18749,14550
0.18742,14600
0.18868,14650
0.18851,14700
0.18926,14750
0.19000,14800
0.19316,14850
0.19625,14900
0.19812,14950
0.19894,15000
0.19978,15050
0.19950,15100
0.20061,15150
0.20327,15200
0.20293,15250
0.20450,15300
0.20610,15350
0.21130,15400
0.21032,15450
0.21110,15500
0.21417,15550
0.21193,15600
0.21368,15650
0.21572,15700
0.21562,15750
0.22052,15800
0.22245,15850
0.22482,15900
0.22600,15950
0.22252,16000
0.22838,16050
0.22784,16100
0.23022,16150
0.23108,16200
0.23134,16250
0.23176,16300
0.23644,16350
0.23539,16400
0.23810,16450
0.24009,16500
0.24094,16550
0.24070,16600
0.24344,16650
0.24808,16700
0.24504,16750
0.24783,16800
0.24892,16850
0.24963,16900
0.25278,16950
0.25257,17000
0.25681,17050
0.25633,17100
0.25780,17150
0.26018,17200
0.26265,17250
0.26130,17300
0.26145,17350
0.26571,17400
0.26592,17450
0.27007,17500
0.27074,17550
0.27225,17600
0.27690,17650
0.27281,17700
0.27747,17750
0.28014,17800
0.27564,17850
0.28112,17900
0.28571,17950
0.28249,18000
0.28563,18050
0.28564,18100
0.29023,18150
0.29251,18200
0.29330,18250
0.29636,18300
0.29685,18350
0.29717,18400
0.29888,18450
0.30102,18500
0.30178,18550
0.30322,18600
0.30347,18650
0.30850,18700
0.30900,18750
0.30724,18800
0.31266,18850
0.31402,18900
0.31679,18950
0.31562,19000
0.32172,19050
0.32458,19100
0.32434,19150
0.32238,19200
0.32436,19250
0.32533,19300
0.32718,19350
0.33013,19400
0.32965,19450
0.33098,19500
0.33178,19550
0.33786,19600
0.33779,19650
0.34067,19700
0.34192,19750
0.34500,19800
0.34534,19850
0.34733,19900
0.34862,19950
0.35219,20000
0.35795,20050
0.35504,20100
0.35602,20150
0.35985,20200
0.36177,20250
0.36092,20300
0.36488,20350
0.36385,20400
0.36431,20450
0.36604,20500
0.36978,20550
0.37495,20600
0.37414,20650
0.37526,20700
0.38041,20750
0.37841,20800
0.38024,20850
0.38555,20900
0.38716,20950
0.38938,21000
0.39065,21050
0.38987,21100
0.38838,21150
0.39430,21200
0.39811,21250
0.39678,21300
0.39914,21350
0.40110,21400
0.40683,21450
0.40397,21500
0.40630,21550
0.41045,21600
0.41458,21650
0.41570,21700
0.41182,21750
0.41430,21800
0.41915,21850
0.41905,21900
0.42092,21950
0.42778,22000
0.42672,22050
0.42588,22100
0.42957,22150
0.43301,22200
0.43317,22250
0.43440,22300
0.44022,22350
0.44033,22400
0.44561,22450
0.43935,22500
0.44303,22550
0.45014,22600
0.44772,22650
0.45100,22700
0.45523,22750
0.45650,22800
0.45473,22850
0.46479,22900
0.46094,22950
0.46100,23000
0.47055,23050
0.46256,23100
0.47174,23150
0.47455,23200
0.47416,23250
0.47759,23300
0.47747,23350
0.48221,23400
0.48142,23450
0.48562,23500
0.48685,23550
0.48790,23600
0.49260,23650
0.49000,23700
0.49395,23750
0.50017,23800
0.49739,23850
0.49576,23900
0.50569,23950
0.50999,24000
0.50782,24050
0.50897,24100
0.51170,24150
0.51759,24200
0.51404,24250
0.51770,24300
0.52009,24350
0.52146,24400
0.52622,24450
0.52821,24500
0.53227,24550
0.52792,24600
0.52890,24650
0.53662,24700
0.53529,24750
0.53560,24800
0.54411,24850
0.53854,24900
0.54375,24950
0.55062,25000
0.55035,25050
0.55299,25100
0.55698,25150
0.55454,25200
0.56039,25250
0.56324,25300
0.56769,25350
0.56579,25400
0.57196,25450
0.56805,25500
0.57174,25550
0.57188,25600
0.57885,25650
0.57581,25700
0.58171,25750
0.58458,25800
0.58736,25850
0.58881,25900
0.58882,25950
0.59193,26000
0.59351,26050
0.59472,26100
0.59870,26150
0.60581,26200
0.60444,26250
0.60458,26300
0.60296,26350
0.60798,26400
0.60896,26450
0.61556,26500
0.61793,26550
0.62213,26600
0.61906,26650
0.62023,26700
0.62919,26750
0.63521,26800
0.63489,26850
0.63245,26900
0.64025,26950
0.64588,27000
0.64081,27050
0.64390,27100
0.64397,27150
0.64955,27200
0.65201,27250
0.66399,27300
0.65154,27350
0.66287,27400
0.65610,27450
0.66259,27500
0.66782,27550
0.66581,27600
0.67134,27650
0.66948,27700
0.67583,27750
0.67372,27800
0.71513,27850
0.68473,27900
0.68424,27950
0.69010,28000
0.69019,28050
0.69148,28100
0.69408,28150
0.69914,28200
0.69643,28250
0.70092,28300
0.70581,28350
0.70425,28400
0.70873,28450
0.71075,28500
0.71462,28550
0.71528,28600
0.72208,28650
0.72274,28700
0.72048,28750
0.73047,28800
0.73124,28850
0.72856,28900
0.73779,28950
0.73695,29000
0.74168,29050
0.74500,29100
0.74340,29150
0.75235,29200
0.75243,29250
0.75581,29300
0.75445,29350
0.75709,29400
0.76011,29450
0.76483,29500
0.76803,29550
0.76505,29600
0.76623,29650
0.77709,29700
0.77703,29750
0.77880,29800
0.78186,29850
0.78695,29900
0.78520,29950
0.78816,30000
0.79197,30050
0.79486,30100
0.79727,30150
0.79969,30200
0.80575,30250
0.80520,30300
0.81349,30350
0.81483,30400
0.81723,30450
0.82229,30500
0.82118,30550
0.82365,30600
0.82333,30650
0.83255,30700
0.83369,30750
0.83347,30800
0.83204,30850
0.83497,30900
0.84525,30950
0.83736,31000
0.85049,31050
0.84901,31100
0.84481,31150
0.85346,31200
0.85388,31250
0.87033,31300
0.87275,31350
0.86330,31400
0.86715,31450
0.87285,31500
0.87242,31550
0.87925,31600
0.88002,31650
